funcid,dim,milestone,error
8,30,1,4.257555e+02
8,30,2,4.257555e+02
8,30,3,4.257555e+02
8,30,5,4.257555e+02
8,30,10,4.257555e+02
8,30,20,3.931703e+02
8,30,30,3.404567e+02
8,30,40,3.288954e+02
8,30,50,3.117028e+02
8,30,60,3.054513e+02
8,30,70,2.964236e+02
8,30,80,2.879333e+02
8,30,90,2.846213e+02
8,30,100,2.820168e+02
8,30,1,4.350839e+02
8,30,2,4.350839e+02
8,30,3,4.350839e+02
8,30,5,4.350839e+02
8,30,10,4.350839e+02
8,30,20,4.036215e+02
8,30,30,3.357495e+02
8,30,40,3.112522e+02
8,30,50,2.995060e+02
8,30,60,2.897056e+02
8,30,70,2.835850e+02
8,30,80,2.808718e+02
8,30,90,2.796911e+02
8,30,100,2.790312e+02
8,30,1,4.492716e+02
8,30,2,4.492716e+02
8,30,3,4.418997e+02
8,30,5,4.109446e+02
8,30,10,4.109446e+02
8,30,20,3.881984e+02
8,30,30,3.593848e+02
8,30,40,3.233745e+02
8,30,50,2.939657e+02
8,30,60,2.639004e+02
8,30,70,2.526547e+02
8,30,80,2.470484e+02
8,30,90,2.470484e+02
8,30,100,2.422505e+02
8,30,1,4.514471e+02
8,30,2,4.386800e+02
8,30,3,4.386800e+02
8,30,5,4.249588e+02
8,30,10,3.891687e+02
8,30,20,3.534503e+02
8,30,30,3.278931e+02
8,30,40,2.846587e+02
8,30,50,2.699477e+02
8,30,60,2.567671e+02
8,30,70,2.511488e+02
8,30,80,2.439584e+02
8,30,90,2.397469e+02
8,30,100,2.375597e+02
8,30,1,4.494211e+02
8,30,2,4.437517e+02
8,30,3,4.436372e+02
8,30,5,4.184896e+02
8,30,10,3.895408e+02
8,30,20,3.197577e+02
8,30,30,2.656789e+02
8,30,40,2.508759e+02
8,30,50,2.202351e+02
8,30,60,2.067533e+02
8,30,70,1.974926e+02
8,30,80,1.878596e+02
8,30,90,1.816738e+02
8,30,100,1.816738e+02
8,30,1,4.460295e+02
8,30,2,4.460295e+02
8,30,3,4.460295e+02
8,30,5,4.460295e+02
8,30,10,4.457273e+02
8,30,20,3.970033e+02
8,30,30,3.596306e+02
8,30,40,3.504216e+02
8,30,50,3.349523e+02
8,30,60,3.286960e+02
8,30,70,3.260122e+02
8,30,80,3.181540e+02
8,30,90,3.142526e+02
8,30,100,3.128223e+02
8,30,1,4.524522e+02
8,30,2,4.524522e+02
8,30,3,4.524522e+02
8,30,5,4.398115e+02
8,30,10,3.970959e+02
8,30,20,3.532518e+02
8,30,30,3.269926e+02
8,30,40,3.060957e+02
8,30,50,2.755263e+02
8,30,60,2.608586e+02
8,30,70,2.548676e+02
8,30,80,2.471892e+02
8,30,90,2.471892e+02
8,30,100,2.420227e+02
8,30,1,4.038356e+02
8,30,2,4.038356e+02
8,30,3,4.038356e+02
8,30,5,4.017950e+02
8,30,10,4.017950e+02
8,30,20,4.017950e+02
8,30,30,3.907065e+02
8,30,40,3.725143e+02
8,30,50,3.602995e+02
8,30,60,3.508638e+02
8,30,70,3.410821e+02
8,30,80,3.362606e+02
8,30,90,3.281284e+02
8,30,100,3.233524e+02
8,30,1,4.919045e+02
8,30,2,4.785276e+02
8,30,3,4.046176e+02
8,30,5,3.766081e+02
8,30,10,3.571565e+02
8,30,20,3.172841e+02
8,30,30,2.873662e+02
8,30,40,2.570878e+02
8,30,50,2.398894e+02
8,30,60,2.203787e+02
8,30,70,2.203787e+02
8,30,80,2.203787e+02
8,30,90,2.203787e+02
8,30,100,2.203787e+02
8,30,1,4.938713e+02
8,30,2,4.818272e+02
8,30,3,4.726461e+02
8,30,5,4.636792e+02
8,30,10,4.314696e+02
8,30,20,3.770438e+02
8,30,30,3.601858e+02
8,30,40,3.413768e+02
8,30,50,3.182720e+02
8,30,60,3.027633e+02
8,30,70,2.940551e+02
8,30,80,2.896854e+02
8,30,90,2.871094e+02
8,30,100,2.861342e+02
