funcid,dim,milestone,error
18,10,1,1.105007e+08
18,10,2,2.586785e+06
18,10,3,2.586785e+06
18,10,5,9.693213e+05
18,10,10,5.842065e+03
18,10,20,2.547255e+02
18,10,30,2.491850e+02
18,10,40,2.473653e+02
18,10,50,2.472372e+02
18,10,60,2.472360e+02
18,10,70,2.472360e+02
18,10,80,2.472350e+02
18,10,90,2.472341e+02
18,10,100,2.472341e+02
18,10,1,3.153197e+05
18,10,2,3.153197e+05
18,10,3,4.996947e+04
18,10,5,4.996947e+04
18,10,10,2.563865e+04
18,10,20,4.091223e+03
18,10,30,1.195438e+03
18,10,40,1.111759e+03
18,10,50,4.041999e+02
18,10,60,4.008615e+02
18,10,70,4.008615e+02
18,10,80,4.008433e+02
18,10,90,4.008395e+02
18,10,100,4.008395e+02
18,10,1,3.348048e+06
18,10,2,3.348048e+06
18,10,3,3.335667e+05
18,10,5,5.091052e+04
18,10,10,4.782667e+03
18,10,20,1.732308e+03
18,10,30,6.853514e+02
18,10,40,5.247547e+02
18,10,50,5.246836e+02
18,10,60,5.246792e+02
18,10,70,5.246792e+02
18,10,80,5.246739e+02
18,10,90,5.246660e+02
18,10,100,5.246660e+02
18,10,1,6.376058e+07
18,10,2,1.239252e+07
18,10,3,1.239252e+07
18,10,5,1.733271e+06
18,10,10,2.207792e+03
18,10,20,2.192158e+02
18,10,30,1.942713e+02
18,10,40,1.079143e+02
18,10,50,1.042806e+02
18,10,60,1.042147e+02
18,10,70,1.042147e+02
18,10,80,1.042127e+02
18,10,90,1.042111e+02
18,10,100,1.042111e+02
18,10,1,5.076955e+07
18,10,2,3.651612e+07
18,10,3,2.589144e+07
18,10,5,1.643211e+05
18,10,10,3.207154e+03
18,10,20,5.831663e+02
18,10,30,5.643369e+02
18,10,40,5.373882e+02
18,10,50,5.366085e+02
18,10,60,5.366085e+02
18,10,70,5.365888e+02
18,10,80,5.365806e+02
18,10,90,5.365806e+02
18,10,100,5.365656e+02
18,10,1,2.663013e+07
18,10,2,6.130780e+05
18,10,3,6.130780e+05
18,10,5,6.130780e+05
18,10,10,1.986675e+04
18,10,20,6.961870e+02
18,10,30,6.499617e+02
18,10,40,6.499617e+02
18,10,50,6.499584e+02
18,10,60,6.499584e+02
18,10,70,6.499079e+02
18,10,80,6.498765e+02
18,10,90,6.498765e+02
18,10,100,6.498718e+02
18,10,1,7.961412e+07
18,10,2,2.587725e+07
18,10,3,2.587725e+07
18,10,5,4.559795e+05
18,10,10,3.948860e+03
18,10,20,1.396945e+03
18,10,30,1.333841e+02
18,10,40,1.197270e+02
18,10,50,1.196757e+02
18,10,60,1.196740e+02
18,10,70,1.196740e+02
18,10,80,1.196733e+02
18,10,90,1.196719e+02
18,10,100,1.196719e+02
18,10,1,5.649935e+06
18,10,2,5.646805e+06
18,10,3,7.567812e+05
18,10,5,7.567812e+05
18,10,10,5.617222e+03
18,10,20,1.028378e+03
18,10,30,2.975504e+02
18,10,40,2.969001e+02
18,10,50,2.968078e+02
18,10,60,2.967925e+02
18,10,70,2.967863e+02
18,10,80,2.967863e+02
18,10,90,2.967853e+02
18,10,100,2.967813e+02
18,10,1,7.437202e+06
18,10,2,7.437202e+06
18,10,3,4.501164e+06
18,10,5,1.361049e+06
18,10,10,1.280545e+04
18,10,20,7.952189e+02
18,10,30,7.707442e+02
18,10,40,7.701845e+02
18,10,50,7.699515e+02
18,10,60,7.699515e+02
18,10,70,7.699438e+02
18,10,80,7.699401e+02
18,10,90,7.699401e+02
18,10,100,7.699350e+02
18,10,1,6.332479e+06
18,10,2,6.332479e+06
18,10,3,3.061799e+06
18,10,5,1.372910e+05
18,10,10,3.340507e+04
18,10,20,5.604103e+02
18,10,30,4.270876e+02
18,10,40,4.265003e+02
18,10,50,4.264649e+02
18,10,60,4.264649e+02
18,10,70,4.264615e+02
18,10,80,4.264566e+02
18,10,90,4.264566e+02
18,10,100,4.264553e+02
