funcid,dim,milestone,error
29,30,1,4.742631e+03
29,30,2,4.716162e+03
29,30,3,2.875723e+03
29,30,5,2.810344e+03
29,30,10,2.705111e+03
29,30,20,2.112119e+03
29,30,30,1.884843e+03
29,30,40,1.883680e+03
29,30,50,1.883576e+03
29,30,60,1.883407e+03
29,30,70,1.883406e+03
29,30,80,1.883103e+03
29,30,90,1.883102e+03
29,30,100,1.883101e+03
29,30,1,3.403442e+03
29,30,2,3.310856e+03
29,30,3,3.287001e+03
29,30,5,3.287001e+03
29,30,10,3.001524e+03
29,30,20,2.193002e+03
29,30,30,2.034833e+03
29,30,40,1.934539e+03
29,30,50,1.926004e+03
29,30,60,1.923953e+03
29,30,70,1.918274e+03
29,30,80,1.914286e+03
29,30,90,1.914104e+03
29,30,100,1.913993e+03
29,30,1,3.635132e+03
29,30,2,3.490594e+03
29,30,3,3.490594e+03
29,30,5,3.375927e+03
29,30,10,2.994509e+03
29,30,20,2.108057e+03
29,30,30,2.099575e+03
29,30,40,1.749272e+03
29,30,50,1.722110e+03
29,30,60,1.714262e+03
29,30,70,1.709754e+03
29,30,80,1.705693e+03
29,30,90,1.703671e+03
29,30,100,1.703378e+03
29,30,1,5.348423e+03
29,30,2,5.197255e+03
29,30,3,3.280974e+03
29,30,5,3.146429e+03
29,30,10,2.506506e+03
29,30,20,1.884972e+03
29,30,30,1.807310e+03
29,30,40,1.712299e+03
29,30,50,1.699298e+03
29,30,60,1.698839e+03
29,30,70,1.697651e+03
29,30,80,1.660918e+03
29,30,90,1.656314e+03
29,30,100,1.656279e+03
29,30,1,2.860709e+03
29,30,2,2.783508e+03
29,30,3,2.456613e+03
29,30,5,2.398221e+03
29,30,10,2.077124e+03
29,30,20,1.862878e+03
29,30,30,1.757036e+03
29,30,40,1.747529e+03
29,30,50,1.745082e+03
29,30,60,1.697909e+03
29,30,70,1.686860e+03
29,30,80,1.683551e+03
29,30,90,1.683177e+03
29,30,100,1.681669e+03
29,30,1,4.923503e+03
29,30,2,4.886507e+03
29,30,3,4.265885e+03
29,30,5,4.027424e+03
29,30,10,3.595433e+03
29,30,20,2.947292e+03
29,30,30,1.935910e+03
29,30,40,1.826742e+03
29,30,50,1.820506e+03
29,30,60,1.818580e+03
29,30,70,1.817866e+03
29,30,80,1.806053e+03
29,30,90,1.761750e+03
29,30,100,1.664001e+03
29,30,1,4.044901e+03
29,30,2,4.044901e+03
29,30,3,3.584016e+03
29,30,5,3.564167e+03
29,30,10,2.774214e+03
29,30,20,2.245568e+03
29,30,30,1.901181e+03
29,30,40,1.898933e+03
29,30,50,1.852263e+03
29,30,60,1.793762e+03
29,30,70,1.758386e+03
29,30,80,1.727178e+03
29,30,90,1.683897e+03
29,30,100,1.681173e+03
29,30,1,7.127797e+03
29,30,2,6.764266e+03
29,30,3,3.671162e+03
29,30,5,3.656467e+03
29,30,10,2.775144e+03
29,30,20,2.378095e+03
29,30,30,1.904685e+03
29,30,40,1.887057e+03
29,30,50,1.867120e+03
29,30,60,1.857640e+03
29,30,70,1.857576e+03
29,30,80,1.857274e+03
29,30,90,1.857135e+03
29,30,100,1.856984e+03
29,30,1,3.725914e+03
29,30,2,3.665342e+03
29,30,3,3.091984e+03
29,30,5,2.994301e+03
29,30,10,2.494925e+03
29,30,20,2.074198e+03
29,30,30,1.761715e+03
29,30,40,1.703337e+03
29,30,50,1.699357e+03
29,30,60,1.695875e+03
29,30,70,1.691891e+03
29,30,80,1.690034e+03
29,30,90,1.686096e+03
29,30,100,1.668453e+03
29,30,1,4.593106e+03
29,30,2,4.091114e+03
29,30,3,3.329678e+03
29,30,5,3.329678e+03
29,30,10,2.576744e+03
29,30,20,1.940173e+03
29,30,30,1.738889e+03
29,30,40,1.722333e+03
29,30,50,1.718158e+03
29,30,60,1.658170e+03
29,30,70,1.655720e+03
29,30,80,1.606521e+03
29,30,90,1.604379e+03
29,30,100,1.602711e+03
