funcid,dim,milestone,error
25,10,1,1.220274e+03
25,10,2,1.192981e+03
25,10,3,1.192981e+03
25,10,5,9.093153e+02
25,10,10,5.915187e+02
25,10,20,4.763132e+02
25,10,30,4.510384e+02
25,10,40,3.143199e+02
25,10,50,2.145228e+02
25,10,60,1.571465e+02
25,10,70,1.571465e+02
25,10,80,1.571465e+02
25,10,90,1.571465e+02
25,10,100,1.209310e+02
25,10,1,1.524133e+03
25,10,2,1.336124e+03
25,10,3,1.323458e+03
25,10,5,6.902128e+02
25,10,10,5.764334e+02
25,10,20,5.258254e+02
25,10,30,4.720777e+02
25,10,40,4.274106e+02
25,10,50,3.226225e+02
25,10,60,2.402333e+02
25,10,70,2.022408e+02
25,10,80,1.464549e+02
25,10,90,1.203167e+02
25,10,100,1.059924e+02
25,10,1,1.152300e+03
25,10,2,9.501527e+02
25,10,3,9.501527e+02
25,10,5,5.932624e+02
25,10,10,5.813488e+02
25,10,20,4.742015e+02
25,10,30,4.626184e+02
25,10,40,4.342777e+02
25,10,50,4.185631e+02
25,10,60,4.169008e+02
25,10,70,3.663134e+02
25,10,80,3.070996e+02
25,10,90,2.273689e+02
25,10,100,1.698773e+02
25,10,1,1.210060e+03
25,10,2,9.991314e+02
25,10,3,9.836472e+02
25,10,5,5.483802e+02
25,10,10,4.804141e+02
25,10,20,4.742944e+02
25,10,30,4.638214e+02
25,10,40,4.350140e+02
25,10,50,4.168128e+02
25,10,60,4.077870e+02
25,10,70,2.616733e+02
25,10,80,1.812306e+02
25,10,90,1.395131e+02
25,10,100,1.101037e+02
25,10,1,1.148208e+03
25,10,2,9.162554e+02
25,10,3,9.162554e+02
25,10,5,6.300801e+02
25,10,10,4.896904e+02
25,10,20,4.621915e+02
25,10,30,4.173027e+02
25,10,40,3.451870e+02
25,10,50,3.451870e+02
25,10,60,2.929477e+02
25,10,70,2.929477e+02
25,10,80,2.278919e+02
25,10,90,1.551071e+02
25,10,100,1.551071e+02
25,10,1,1.119108e+03
25,10,2,9.152434e+02
25,10,3,9.152434e+02
25,10,5,5.555191e+02
25,10,10,5.439033e+02
25,10,20,5.209859e+02
25,10,30,4.828019e+02
25,10,40,4.116535e+02
25,10,50,2.829229e+02
25,10,60,1.258514e+02
25,10,70,1.142498e+02
25,10,80,1.063281e+02
25,10,90,1.049120e+02
25,10,100,1.019130e+02
25,10,1,1.474233e+03
25,10,2,1.065184e+03
25,10,3,1.065184e+03
25,10,5,6.452926e+02
25,10,10,6.073765e+02
25,10,20,5.236741e+02
25,10,30,3.472369e+02
25,10,40,2.880007e+02
25,10,50,2.446501e+02
25,10,60,1.889218e+02
25,10,70,1.407609e+02
25,10,80,1.196015e+02
25,10,90,1.085265e+02
25,10,100,1.056751e+02
25,10,1,1.210649e+03
25,10,2,8.276656e+02
25,10,3,8.234718e+02
25,10,5,5.616165e+02
25,10,10,4.873737e+02
25,10,20,4.794571e+02
25,10,30,4.572125e+02
25,10,40,4.572125e+02
25,10,50,4.056524e+02
25,10,60,3.403502e+02
25,10,70,2.606516e+02
25,10,80,1.823013e+02
25,10,90,1.514842e+02
25,10,100,1.227270e+02
25,10,1,1.139999e+03
25,10,2,8.396095e+02
25,10,3,8.343572e+02
25,10,5,6.607165e+02
25,10,10,5.868685e+02
25,10,20,4.799584e+02
25,10,30,4.598070e+02
25,10,40,4.342788e+02
25,10,50,4.256112e+02
25,10,60,2.840823e+02
25,10,70,2.840823e+02
25,10,80,2.840823e+02
25,10,90,1.944131e+02
25,10,100,1.211518e+02
25,10,1,1.099679e+03
25,10,2,1.093416e+03
25,10,3,1.080770e+03
25,10,5,6.732064e+02
25,10,10,5.235585e+02
25,10,20,4.763031e+02
25,10,30,4.682315e+02
25,10,40,4.576854e+02
25,10,50,3.475807e+02
25,10,60,2.470471e+02
25,10,70,1.805668e+02
25,10,80,1.397948e+02
25,10,90,1.050062e+02
25,10,100,1.013170e+02
