funcid,dim,milestone,error
25,30,1,5.134005e+03
25,30,2,5.120582e+03
25,30,3,4.115410e+03
25,30,5,2.118784e+03
25,30,10,1.405053e+03
25,30,20,1.349501e+03
25,30,30,1.349480e+03
25,30,40,1.349480e+03
25,30,50,1.349480e+03
25,30,60,1.349480e+03
25,30,70,1.349480e+03
25,30,80,1.349480e+03
25,30,90,1.349480e+03
25,30,100,1.349480e+03
25,30,1,4.540637e+03
25,30,2,4.540637e+03
25,30,3,4.001149e+03
25,30,5,1.497174e+03
25,30,10,1.497174e+03
25,30,20,1.497174e+03
25,30,30,1.497174e+03
25,30,40,1.497174e+03
25,30,50,1.497174e+03
25,30,60,1.497174e+03
25,30,70,1.497174e+03
25,30,80,1.497174e+03
25,30,90,1.497174e+03
25,30,100,1.497174e+03
25,30,1,5.460995e+03
25,30,2,5.460995e+03
25,30,3,5.083498e+03
25,30,5,2.902483e+03
25,30,10,1.247303e+03
25,30,20,1.227839e+03
25,30,30,1.227838e+03
25,30,40,1.227838e+03
25,30,50,1.227838e+03
25,30,60,1.227838e+03
25,30,70,1.227838e+03
25,30,80,1.227838e+03
25,30,90,1.227838e+03
25,30,100,1.227838e+03
25,30,1,3.950566e+03
25,30,2,3.950566e+03
25,30,3,2.929839e+03
25,30,5,1.529505e+03
25,30,10,5.272543e+02
25,30,20,4.514639e+02
25,30,30,4.509061e+02
25,30,40,4.509061e+02
25,30,50,4.509061e+02
25,30,60,4.509061e+02
25,30,70,4.509061e+02
25,30,80,4.509061e+02
25,30,90,4.509061e+02
25,30,100,4.509061e+02
25,30,1,5.482256e+03
25,30,2,4.039141e+03
25,30,3,4.039141e+03
25,30,5,1.985899e+03
25,30,10,6.629759e+02
25,30,20,6.456449e+02
25,30,30,6.456373e+02
25,30,40,6.456373e+02
25,30,50,6.456373e+02
25,30,60,6.456373e+02
25,30,70,6.456373e+02
25,30,80,6.456373e+02
25,30,90,6.456373e+02
25,30,100,6.456373e+02
25,30,1,4.107893e+03
25,30,2,3.661258e+03
25,30,3,3.661258e+03
25,30,5,1.580958e+03
25,30,10,5.807597e+02
25,30,20,5.099366e+02
25,30,30,5.098080e+02
25,30,40,5.098079e+02
25,30,50,5.098079e+02
25,30,60,5.098079e+02
25,30,70,5.098079e+02
25,30,80,5.098079e+02
25,30,90,5.098079e+02
25,30,100,5.098079e+02
25,30,1,4.940843e+03
25,30,2,4.750921e+03
25,30,3,3.874926e+03
25,30,5,1.813983e+03
25,30,10,5.334725e+02
25,30,20,4.830360e+02
25,30,30,4.830178e+02
25,30,40,4.830178e+02
25,30,50,4.830178e+02
25,30,60,4.830178e+02
25,30,70,4.830178e+02
25,30,80,4.830178e+02
25,30,90,4.830178e+02
25,30,100,4.830178e+02
25,30,1,6.932552e+03
25,30,2,6.316931e+03
25,30,3,6.316931e+03
25,30,5,2.815898e+03
25,30,10,5.772804e+02
25,30,20,5.412005e+02
25,30,30,5.411736e+02
25,30,40,5.411736e+02
25,30,50,5.411736e+02
25,30,60,5.411736e+02
25,30,70,5.411736e+02
25,30,80,5.411736e+02
25,30,90,5.411736e+02
25,30,100,5.411736e+02
25,30,1,4.379428e+03
25,30,2,4.379428e+03
25,30,3,4.379428e+03
25,30,5,1.730670e+03
25,30,10,6.796187e+02
25,30,20,5.252497e+02
25,30,30,5.094586e+02
25,30,40,4.943037e+02
25,30,50,4.937309e+02
25,30,60,4.937302e+02
25,30,70,4.937302e+02
25,30,80,4.937302e+02
25,30,90,4.937302e+02
25,30,100,4.937302e+02
25,30,1,6.820078e+03
25,30,2,3.187301e+03
25,30,3,3.166947e+03
25,30,5,1.974170e+03
25,30,10,5.677666e+02
25,30,20,5.017798e+02
25,30,30,5.016019e+02
25,30,40,5.016016e+02
25,30,50,5.016016e+02
25,30,60,5.016016e+02
25,30,70,5.016016e+02
25,30,80,5.016016e+02
25,30,90,5.016016e+02
25,30,100,5.016016e+02
