funcid,dim,milestone,error
22,10,1,1.552659e+03
22,10,2,1.237861e+03
22,10,3,8.999360e+02
22,10,5,4.504893e+02
22,10,10,1.741685e+02
22,10,20,1.276460e+02
22,10,30,1.007832e+02
22,10,40,6.615978e+01
22,10,50,5.837673e+01
22,10,60,5.810296e+01
22,10,70,5.807670e+01
22,10,80,5.807670e+01
22,10,90,5.807670e+01
22,10,100,5.807447e+01
22,10,1,9.789400e+02
22,10,2,8.505595e+02
22,10,3,5.009925e+02
22,10,5,2.669304e+02
22,10,10,1.448175e+02
22,10,20,1.023469e+02
22,10,30,9.115045e+01
22,10,40,8.977791e+01
22,10,50,8.977791e+01
22,10,60,8.977791e+01
22,10,70,8.977791e+01
22,10,80,8.977791e+01
22,10,90,8.209578e+01
22,10,100,6.003355e+01
22,10,1,4.206446e+02
22,10,2,2.675508e+02
22,10,3,1.606705e+02
22,10,5,1.606705e+02
22,10,10,1.164328e+02
22,10,20,8.673283e+01
22,10,30,8.673283e+01
22,10,40,8.673283e+01
22,10,50,8.103315e+01
22,10,60,8.103315e+01
22,10,70,8.103315e+01
22,10,80,8.103315e+01
22,10,90,8.103315e+01
22,10,100,8.103315e+01
22,10,1,7.278801e+02
22,10,2,4.719551e+02
22,10,3,2.862123e+02
22,10,5,1.491969e+02
22,10,10,1.320363e+02
22,10,20,9.148474e+01
22,10,30,9.148474e+01
22,10,40,7.518481e+01
22,10,50,7.518481e+01
22,10,60,7.518481e+01
22,10,70,7.396576e+01
22,10,80,7.129958e+01
22,10,90,7.129958e+01
22,10,100,7.129958e+01
22,10,1,8.082418e+02
22,10,2,3.920110e+02
22,10,3,3.790249e+02
22,10,5,2.860867e+02
22,10,10,1.697074e+02
22,10,20,1.073334e+02
22,10,30,9.971071e+01
22,10,40,9.459626e+01
22,10,50,9.113527e+01
22,10,60,9.113527e+01
22,10,70,9.113527e+01
22,10,80,9.113527e+01
22,10,90,9.104402e+01
22,10,100,9.104402e+01
22,10,1,1.334825e+03
22,10,2,4.768589e+02
22,10,3,4.299434e+02
22,10,5,3.041917e+02
22,10,10,1.584550e+02
22,10,20,1.255105e+02
22,10,30,1.255105e+02
22,10,40,1.207826e+02
22,10,50,1.191278e+02
22,10,60,1.191278e+02
22,10,70,1.191278e+02
22,10,80,1.191278e+02
22,10,90,1.191278e+02
22,10,100,1.191278e+02
22,10,1,1.697274e+03
22,10,2,1.651361e+03
22,10,3,1.272943e+03
22,10,5,6.060254e+02
22,10,10,1.771993e+02
22,10,20,1.263556e+02
22,10,30,1.263556e+02
22,10,40,1.182346e+02
22,10,50,1.182346e+02
22,10,60,1.182346e+02
22,10,70,1.182346e+02
22,10,80,1.182346e+02
22,10,90,1.181679e+02
22,10,100,1.181679e+02
22,10,1,1.153348e+03
22,10,2,6.170840e+02
22,10,3,6.170840e+02
22,10,5,2.776451e+02
22,10,10,1.479163e+02
22,10,20,1.205549e+02
22,10,30,8.141510e+01
22,10,40,6.016465e+01
22,10,50,6.016465e+01
22,10,60,6.016465e+01
22,10,70,6.016465e+01
22,10,80,6.016465e+01
22,10,90,6.016465e+01
22,10,100,6.016465e+01
22,10,1,1.512445e+03
22,10,2,1.062611e+03
22,10,3,9.930001e+02
22,10,5,3.143792e+02
22,10,10,1.139246e+02
22,10,20,9.922234e+01
22,10,30,9.922234e+01
22,10,40,7.983620e+01
22,10,50,7.983620e+01
22,10,60,7.983620e+01
22,10,70,7.983620e+01
22,10,80,7.648578e+01
22,10,90,7.648578e+01
22,10,100,7.648578e+01
22,10,1,1.235615e+03
22,10,2,8.368546e+02
22,10,3,4.470252e+02
22,10,5,3.913304e+02
22,10,10,1.381218e+02
22,10,20,1.299473e+02
22,10,30,1.236423e+02
22,10,40,1.162238e+02
22,10,50,9.702874e+01
22,10,60,9.702874e+01
22,10,70,8.735924e+01
22,10,80,7.981881e+01
22,10,90,7.981881e+01
22,10,100,7.866185e+01
