funcid,dim,milestone,error
17,30,1,4.009434e+03
17,30,2,2.465894e+03
17,30,3,2.048638e+03
17,30,5,1.263031e+03
17,30,10,4.968152e+02
17,30,20,4.968152e+02
17,30,30,4.321133e+02
17,30,40,4.321133e+02
17,30,50,4.253798e+02
17,30,60,4.222355e+02
17,30,70,4.222355e+02
17,30,80,4.222355e+02
17,30,90,3.440335e+02
17,30,100,3.440335e+02
17,30,1,1.982442e+03
17,30,2,1.694223e+03
17,30,3,1.499851e+03
17,30,5,1.256608e+03
17,30,10,7.806127e+02
17,30,20,3.606491e+02
17,30,30,3.435705e+02
17,30,40,3.107457e+02
17,30,50,2.701982e+02
17,30,60,2.701982e+02
17,30,70,2.701982e+02
17,30,80,2.676077e+02
17,30,90,2.676077e+02
17,30,100,2.641673e+02
17,30,1,2.223418e+03
17,30,2,1.865893e+03
17,30,3,1.504659e+03
17,30,5,1.446476e+03
17,30,10,9.753368e+02
17,30,20,5.255758e+02
17,30,30,4.078718e+02
17,30,40,3.487516e+02
17,30,50,3.381397e+02
17,30,60,3.381397e+02
17,30,70,3.361424e+02
17,30,80,3.361424e+02
17,30,90,3.342171e+02
17,30,100,3.325310e+02
17,30,1,1.767507e+03
17,30,2,1.767507e+03
17,30,3,1.760495e+03
17,30,5,1.368660e+03
17,30,10,7.437765e+02
17,30,20,6.261228e+02
17,30,30,5.297888e+02
17,30,40,5.108339e+02
17,30,50,5.071480e+02
17,30,60,4.827531e+02
17,30,70,4.630967e+02
17,30,80,4.630967e+02
17,30,90,4.630967e+02
17,30,100,4.599518e+02
17,30,1,2.430538e+03
17,30,2,2.332588e+03
17,30,3,1.623293e+03
17,30,5,1.362579e+03
17,30,10,9.565045e+02
17,30,20,5.843104e+02
17,30,30,5.715434e+02
17,30,40,5.715434e+02
17,30,50,5.272541e+02
17,30,60,5.272541e+02
17,30,70,5.272541e+02
17,30,80,5.272541e+02
17,30,90,5.272541e+02
17,30,100,5.272541e+02
17,30,1,1.663009e+03
17,30,2,1.663009e+03
17,30,3,1.663009e+03
17,30,5,1.295757e+03
17,30,10,6.610706e+02
17,30,20,5.167682e+02
17,30,30,5.149099e+02
17,30,40,5.069346e+02
17,30,50,5.069346e+02
17,30,60,5.069346e+02
17,30,70,5.069346e+02
17,30,80,4.911196e+02
17,30,90,4.911196e+02
17,30,100,4.911196e+02
17,30,1,1.499064e+03
17,30,2,1.499064e+03
17,30,3,1.499064e+03
17,30,5,1.406837e+03
17,30,10,6.631579e+02
17,30,20,6.631579e+02
17,30,30,6.420354e+02
17,30,40,6.420354e+02
17,30,50,6.420354e+02
17,30,60,6.420354e+02
17,30,70,6.382185e+02
17,30,80,6.245414e+02
17,30,90,6.245414e+02
17,30,100,6.193515e+02
17,30,1,2.581950e+03
17,30,2,2.043618e+03
17,30,3,1.654328e+03
17,30,5,1.071847e+03
17,30,10,8.838625e+02
17,30,20,6.822656e+02
17,30,30,6.621249e+02
17,30,40,6.054156e+02
17,30,50,6.054156e+02
17,30,60,6.054156e+02
17,30,70,6.054156e+02
17,30,80,6.054156e+02
17,30,90,5.997965e+02
17,30,100,5.359946e+02
17,30,1,1.857131e+03
17,30,2,1.388934e+03
17,30,3,1.388934e+03
17,30,5,9.825977e+02
17,30,10,8.455197e+02
17,30,20,7.205477e+02
17,30,30,6.827432e+02
17,30,40,6.162800e+02
17,30,50,6.162800e+02
17,30,60,6.162800e+02
17,30,70,6.162800e+02
17,30,80,6.162800e+02
17,30,90,6.074283e+02
17,30,100,6.074283e+02
17,30,1,1.610007e+03
17,30,2,1.610007e+03
17,30,3,1.493931e+03
17,30,5,1.115787e+03
17,30,10,9.758060e+02
17,30,20,5.340581e+02
17,30,30,4.829099e+02
17,30,40,4.793245e+02
17,30,50,4.583666e+02
17,30,60,4.556555e+02
17,30,70,4.455999e+02
17,30,80,4.453508e+02
17,30,90,4.411561e+02
17,30,100,4.411561e+02
