funcid,dim,milestone,error
3,10,1,1.611809e+04
3,10,2,1.609479e+04
3,10,3,1.585286e+04
3,10,5,1.573627e+04
3,10,10,1.542685e+04
3,10,20,1.295517e+04
3,10,30,1.001474e+04
3,10,40,7.575875e+03
3,10,50,3.555847e+03
3,10,60,3.521901e+03
3,10,70,3.226665e+03
3,10,80,3.226665e+03
3,10,90,2.708768e+03
3,10,100,1.660624e+03
3,10,1,1.694252e+04
3,10,2,1.694252e+04
3,10,3,1.694252e+04
3,10,5,1.520080e+04
3,10,10,1.520080e+04
3,10,20,9.896593e+03
3,10,30,6.034244e+03
3,10,40,2.946164e+03
3,10,50,2.723466e+03
3,10,60,2.723466e+03
3,10,70,2.384393e+03
3,10,80,1.364564e+03
3,10,90,1.050206e+03
3,10,100,8.196470e+02
3,10,1,3.050660e+04
3,10,2,2.366385e+04
3,10,3,1.894108e+04
3,10,5,1.894108e+04
3,10,10,1.256058e+04
3,10,20,8.879497e+03
3,10,30,4.686024e+03
3,10,40,4.686024e+03
3,10,50,3.932035e+03
3,10,60,3.181702e+03
3,10,70,1.744452e+03
3,10,80,1.313552e+03
3,10,90,1.313552e+03
3,10,100,1.230251e+03
3,10,1,2.969739e+04
3,10,2,2.779819e+04
3,10,3,2.614909e+04
3,10,5,1.821025e+04
3,10,10,1.572906e+04
3,10,20,1.572906e+04
3,10,30,1.179802e+04
3,10,40,8.651190e+03
3,10,50,7.077375e+03
3,10,60,5.258769e+03
3,10,70,4.434037e+03
3,10,80,3.927235e+03
3,10,90,3.129319e+03
3,10,100,2.593446e+03
3,10,1,2.891834e+04
3,10,2,2.267830e+04
3,10,3,2.267830e+04
3,10,5,2.267830e+04
3,10,10,1.337891e+04
3,10,20,6.892616e+03
3,10,30,6.146812e+03
3,10,40,3.810865e+03
3,10,50,3.398365e+03
3,10,60,1.900486e+03
3,10,70,1.654119e+03
3,10,80,1.313883e+03
3,10,90,5.603306e+02
3,10,100,4.443717e+02
3,10,1,2.337345e+04
3,10,2,2.337345e+04
3,10,3,2.337345e+04
3,10,5,2.188030e+04
3,10,10,1.728930e+04
3,10,20,1.324752e+04
3,10,30,1.084264e+04
3,10,40,7.209652e+03
3,10,50,4.397567e+03
3,10,60,3.292760e+03
3,10,70,2.642706e+03
3,10,80,2.099595e+03
3,10,90,1.648537e+03
3,10,100,1.146097e+03
3,10,1,4.166697e+04
3,10,2,2.394469e+04
3,10,3,2.173302e+04
3,10,5,1.252355e+04
3,10,10,1.252355e+04
3,10,20,1.040220e+04
3,10,30,1.040220e+04
3,10,40,6.853245e+03
3,10,50,4.953158e+03
3,10,60,4.500181e+03
3,10,70,4.079692e+03
3,10,80,2.652458e+03
3,10,90,1.746691e+03
3,10,100,1.233196e+03
3,10,1,1.810557e+04
3,10,2,1.804909e+04
3,10,3,1.804909e+04
3,10,5,8.703457e+03
3,10,10,8.703457e+03
3,10,20,7.860181e+03
3,10,30,5.423563e+03
3,10,40,5.423563e+03
3,10,50,5.423563e+03
3,10,60,4.266847e+03
3,10,70,4.266847e+03
3,10,80,3.028904e+03
3,10,90,2.520083e+03
3,10,100,1.955089e+03
3,10,1,2.645893e+04
3,10,2,2.645893e+04
3,10,3,1.413142e+04
3,10,5,1.413142e+04
3,10,10,8.848728e+03
3,10,20,8.848728e+03
3,10,30,6.432458e+03
3,10,40,5.627837e+03
3,10,50,4.992897e+03
3,10,60,2.570894e+03
3,10,70,2.570894e+03
3,10,80,2.570894e+03
3,10,90,6.105510e+02
3,10,100,6.105510e+02
3,10,1,3.169475e+04
3,10,2,2.821196e+04
3,10,3,1.946380e+04
3,10,5,1.946380e+04
3,10,10,1.814801e+04
3,10,20,1.138918e+04
3,10,30,1.025640e+04
3,10,40,5.108647e+03
3,10,50,4.697281e+03
3,10,60,4.697281e+03
3,10,70,2.582773e+03
3,10,80,2.582773e+03
3,10,90,2.582773e+03
3,10,100,2.582773e+03
