funcid,dim,milestone,error
14,10,1,2.753299e+02
14,10,2,2.753299e+02
14,10,3,2.753299e+02
14,10,5,2.753299e+02
14,10,10,2.753299e+02
14,10,20,1.377829e+02
14,10,30,1.377829e+02
14,10,40,1.377829e+02
14,10,50,1.377829e+02
14,10,60,1.377829e+02
14,10,70,1.046212e+02
14,10,80,1.046212e+02
14,10,90,1.046212e+02
14,10,100,1.046212e+02
14,10,1,4.528405e+04
14,10,2,7.415532e+02
14,10,3,7.415532e+02
14,10,5,3.506648e+02
14,10,10,3.506648e+02
14,10,20,1.627200e+02
14,10,30,1.627200e+02
14,10,40,1.627200e+02
14,10,50,1.627200e+02
14,10,60,1.627200e+02
14,10,70,1.437236e+02
14,10,80,1.437236e+02
14,10,90,1.437236e+02
14,10,100,1.437236e+02
14,10,1,1.436382e+04
14,10,2,3.909695e+02
14,10,3,3.909695e+02
14,10,5,3.909695e+02
14,10,10,3.909695e+02
14,10,20,1.370746e+02
14,10,30,1.370746e+02
14,10,40,1.370746e+02
14,10,50,1.370746e+02
14,10,60,1.370746e+02
14,10,70,1.370746e+02
14,10,80,1.370746e+02
14,10,90,1.370746e+02
14,10,100,1.330542e+02
14,10,1,3.172642e+03
14,10,2,3.011924e+03
14,10,3,3.011924e+03
14,10,5,2.257746e+03
14,10,10,2.596882e+02
14,10,20,2.596882e+02
14,10,30,2.145909e+02
14,10,40,9.229984e+01
14,10,50,9.229984e+01
14,10,60,9.229984e+01
14,10,70,9.229984e+01
14,10,80,9.229984e+01
14,10,90,9.229984e+01
14,10,100,9.229984e+01
14,10,1,5.818445e+03
14,10,2,1.055406e+03
14,10,3,1.055406e+03
14,10,5,1.055406e+03
14,10,10,7.419078e+02
14,10,20,1.325847e+02
14,10,30,1.325847e+02
14,10,40,1.325847e+02
14,10,50,1.325847e+02
14,10,60,1.325847e+02
14,10,70,1.325847e+02
14,10,80,1.325847e+02
14,10,90,1.325847e+02
14,10,100,1.325847e+02
14,10,1,1.945273e+03
14,10,2,1.945273e+03
14,10,3,1.945273e+03
14,10,5,1.808505e+03
14,10,10,1.832639e+02
14,10,20,1.832639e+02
14,10,30,1.832639e+02
14,10,40,1.074277e+02
14,10,50,1.074277e+02
14,10,60,1.074277e+02
14,10,70,1.074277e+02
14,10,80,1.074277e+02
14,10,90,1.074277e+02
14,10,100,1.074277e+02
14,10,1,4.549969e+03
14,10,2,4.549969e+03
14,10,3,4.971113e+02
14,10,5,4.971113e+02
14,10,10,9.637094e+01
14,10,20,9.637094e+01
14,10,30,9.637094e+01
14,10,40,9.637094e+01
14,10,50,9.637094e+01
14,10,60,9.637094e+01
14,10,70,9.637094e+01
14,10,80,9.637094e+01
14,10,90,9.637094e+01
14,10,100,9.637094e+01
14,10,1,3.908328e+04
14,10,2,9.176500e+03
14,10,3,3.507520e+03
14,10,5,8.058463e+02
14,10,10,3.177927e+02
14,10,20,1.093418e+02
14,10,30,1.093418e+02
14,10,40,1.093418e+02
14,10,50,1.093418e+02
14,10,60,1.093418e+02
14,10,70,1.093418e+02
14,10,80,1.093418e+02
14,10,90,1.093418e+02
14,10,100,1.093418e+02
14,10,1,1.241045e+04
14,10,2,4.790055e+03
14,10,3,1.695699e+03
14,10,5,1.695699e+03
14,10,10,4.627054e+02
14,10,20,2.666262e+02
14,10,30,1.744400e+02
14,10,40,1.744400e+02
14,10,50,1.711701e+02
14,10,60,1.711701e+02
14,10,70,1.711701e+02
14,10,80,1.414549e+02
14,10,90,1.414549e+02
14,10,100,1.414549e+02
14,10,1,1.280782e+04
14,10,2,4.626520e+03
14,10,3,4.626520e+03
14,10,5,1.452029e+03
14,10,10,8.025628e+02
14,10,20,1.189672e+02
14,10,30,1.189672e+02
14,10,40,1.189672e+02
14,10,50,1.189672e+02
14,10,60,1.189672e+02
14,10,70,1.189672e+02
14,10,80,1.189672e+02
14,10,90,1.189672e+02
14,10,100,1.189672e+02
