funcid,dim,milestone,error
27,30,1,1.498797e+03
27,30,2,1.479696e+03
27,30,3,1.178509e+03
27,30,5,1.095221e+03
27,30,10,9.478906e+02
27,30,20,7.505011e+02
27,30,30,7.247211e+02
27,30,40,6.560669e+02
27,30,50,6.470547e+02
27,30,60,6.319753e+02
27,30,70,6.258693e+02
27,30,80,6.165180e+02
27,30,90,6.110603e+02
27,30,100,6.110603e+02
27,30,1,1.625243e+03
27,30,2,1.612234e+03
27,30,3,1.581354e+03
27,30,5,1.534798e+03
27,30,10,1.503784e+03
27,30,20,1.314710e+03
27,30,30,1.010087e+03
27,30,40,9.871514e+02
27,30,50,9.393952e+02
27,30,60,9.060152e+02
27,30,70,9.015222e+02
27,30,80,8.991037e+02
27,30,90,8.945426e+02
27,30,100,8.945426e+02
27,30,1,1.609706e+03
27,30,2,1.549039e+03
27,30,3,1.280393e+03
27,30,5,1.258488e+03
27,30,10,1.137268e+03
27,30,20,1.017209e+03
27,30,30,8.025742e+02
27,30,40,7.294143e+02
27,30,50,7.205727e+02
27,30,60,7.133128e+02
27,30,70,7.075270e+02
27,30,80,7.032121e+02
27,30,90,7.011868e+02
27,30,100,6.981625e+02
27,30,1,1.803630e+03
27,30,2,1.787687e+03
27,30,3,1.463321e+03
27,30,5,1.440459e+03
27,30,10,1.064949e+03
27,30,20,9.618442e+02
27,30,30,8.786785e+02
27,30,40,7.682556e+02
27,30,50,7.602037e+02
27,30,60,7.529892e+02
27,30,70,7.479348e+02
27,30,80,7.479274e+02
27,30,90,7.478297e+02
27,30,100,7.478273e+02
27,30,1,2.057800e+03
27,30,2,2.052323e+03
27,30,3,1.407318e+03
27,30,5,1.315805e+03
27,30,10,1.133265e+03
27,30,20,9.865016e+02
27,30,30,9.573896e+02
27,30,40,8.595711e+02
27,30,50,8.419756e+02
27,30,60,8.414476e+02
27,30,70,8.383278e+02
27,30,80,8.256298e+02
27,30,90,8.254506e+02
27,30,100,8.241109e+02
27,30,1,1.588318e+03
27,30,2,1.571308e+03
27,30,3,1.421359e+03
27,30,5,1.413581e+03
27,30,10,1.073446e+03
27,30,20,7.623286e+02
27,30,30,7.316638e+02
27,30,40,7.242301e+02
27,30,50,7.242301e+02
27,30,60,7.242301e+02
27,30,70,7.242301e+02
27,30,80,7.242301e+02
27,30,90,7.242301e+02
27,30,100,7.242301e+02
27,30,1,1.476968e+03
27,30,2,1.462955e+03
27,30,3,1.391823e+03
27,30,5,1.372679e+03
27,30,10,1.135845e+03
27,30,20,9.254637e+02
27,30,30,8.394133e+02
27,30,40,8.044685e+02
27,30,50,7.663621e+02
27,30,60,7.607381e+02
27,30,70,7.586048e+02
27,30,80,7.523176e+02
27,30,90,7.378607e+02
27,30,100,7.333836e+02
27,30,1,1.332515e+03
27,30,2,1.254191e+03
27,30,3,1.194056e+03
27,30,5,1.153451e+03
27,30,10,1.047293e+03
27,30,20,9.812030e+02
27,30,30,9.811843e+02
27,30,40,9.055014e+02
27,30,50,8.393643e+02
27,30,60,8.178062e+02
27,30,70,8.051295e+02
27,30,80,8.005769e+02
27,30,90,7.984314e+02
27,30,100,7.967597e+02
27,30,1,1.999448e+03
27,30,2,1.590940e+03
27,30,3,1.590940e+03
27,30,5,1.440498e+03
27,30,10,1.161025e+03
27,30,20,9.608470e+02
27,30,30,8.901668e+02
27,30,40,8.395031e+02
27,30,50,8.102462e+02
27,30,60,7.933108e+02
27,30,70,7.810938e+02
27,30,80,7.727518e+02
27,30,90,7.682421e+02
27,30,100,7.643744e+02
27,30,1,1.712271e+03
27,30,2,1.619690e+03
27,30,3,1.491938e+03
27,30,5,1.415099e+03
27,30,10,1.232168e+03
27,30,20,9.960988e+02
27,30,30,9.704528e+02
27,30,40,8.983267e+02
27,30,50,8.577396e+02
27,30,60,8.321776e+02
27,30,70,8.229366e+02
27,30,80,8.188153e+02
27,30,90,8.080637e+02
27,30,100,7.983477e+02
