funcid,dim,milestone,error
18,30,1,1.067436e+08
18,30,2,8.609880e+07
18,30,3,2.438166e+07
18,30,5,1.247744e+07
18,30,10,9.826953e+06
18,30,20,3.190602e+06
18,30,30,2.434854e+06
18,30,40,4.769090e+05
18,30,50,3.053523e+05
18,30,60,2.038942e+05
18,30,70,1.927506e+05
18,30,80,1.841832e+05
18,30,90,1.806918e+05
18,30,100,1.768697e+05
18,30,1,8.895471e+07
18,30,2,5.533118e+07
18,30,3,3.154041e+07
18,30,5,1.777635e+07
18,30,10,4.083132e+06
18,30,20,3.449974e+06
18,30,30,1.837851e+06
18,30,40,3.552005e+05
18,30,50,3.198207e+05
18,30,60,2.723919e+05
18,30,70,2.574918e+05
18,30,80,2.346204e+05
18,30,90,1.987951e+05
18,30,100,1.874819e+05
18,30,1,3.932034e+07
18,30,2,2.361844e+07
18,30,3,2.184157e+07
18,30,5,1.066014e+07
18,30,10,1.931871e+06
18,30,20,1.776648e+06
18,30,30,1.586033e+06
18,30,40,1.325063e+06
18,30,50,9.482296e+05
18,30,60,3.403542e+05
18,30,70,2.808680e+05
18,30,80,2.756168e+05
18,30,90,2.745419e+05
18,30,100,2.742644e+05
18,30,1,5.908834e+07
18,30,2,5.530425e+07
18,30,3,2.050129e+07
18,30,5,8.208750e+06
18,30,10,5.546193e+06
18,30,20,2.062783e+06
18,30,30,1.168116e+06
18,30,40,5.745275e+05
18,30,50,4.278911e+05
18,30,60,2.777419e+05
18,30,70,2.188816e+05
18,30,80,2.133835e+05
18,30,90,2.070343e+05
18,30,100,1.964931e+05
18,30,1,4.812828e+07
18,30,2,4.365702e+07
18,30,3,4.365702e+07
18,30,5,2.352964e+07
18,30,10,1.836829e+06
18,30,20,7.698078e+05
18,30,30,6.555579e+05
18,30,40,6.359238e+05
18,30,50,5.362474e+05
18,30,60,5.038923e+05
18,30,70,4.222119e+05
18,30,80,3.763791e+05
18,30,90,3.401527e+05
18,30,100,2.990802e+05
18,30,1,7.632307e+07
18,30,2,5.960443e+07
18,30,3,8.374442e+06
18,30,5,5.472555e+06
18,30,10,5.263238e+06
18,30,20,1.649285e+06
18,30,30,9.714496e+05
18,30,40,9.197876e+05
18,30,50,8.229828e+05
18,30,60,3.848914e+05
18,30,70,2.849906e+05
18,30,80,2.111800e+05
18,30,90,1.926164e+05
18,30,100,1.883709e+05
18,30,1,3.156673e+07
18,30,2,3.156673e+07
18,30,3,2.609538e+07
18,30,5,1.474188e+07
18,30,10,4.085746e+06
18,30,20,1.432868e+06
18,30,30,2.695487e+05
18,30,40,4.504520e+04
18,30,50,3.860387e+04
18,30,60,3.772619e+04
18,30,70,3.739802e+04
18,30,80,3.723907e+04
18,30,90,3.717104e+04
18,30,100,3.703604e+04
18,30,1,1.152381e+08
18,30,2,6.910683e+07
18,30,3,1.593204e+07
18,30,5,1.524452e+07
18,30,10,1.270530e+07
18,30,20,3.170490e+06
18,30,30,1.083315e+06
18,30,40,1.004436e+06
18,30,50,7.666970e+05
18,30,60,2.818208e+05
18,30,70,1.116020e+05
18,30,80,1.049072e+05
18,30,90,1.016381e+05
18,30,100,9.897367e+04
18,30,1,8.675347e+07
18,30,2,2.607117e+07
18,30,3,2.099504e+07
18,30,5,5.961340e+06
18,30,10,3.772175e+06
18,30,20,2.035601e+06
18,30,30,4.577703e+05
18,30,40,4.351091e+05
18,30,50,2.095791e+05
18,30,60,1.415667e+05
18,30,70,1.142961e+05
18,30,80,1.137443e+05
18,30,90,1.132290e+05
18,30,100,1.117388e+05
18,30,1,1.620430e+08
18,30,2,1.613089e+08
18,30,3,5.794923e+07
18,30,5,3.145406e+07
18,30,10,5.503431e+06
18,30,20,7.734785e+05
18,30,30,6.394818e+05
18,30,40,5.286247e+05
18,30,50,3.254595e+05
18,30,60,2.225395e+05
18,30,70,1.956283e+05
18,30,80,1.655416e+05
18,30,90,1.611963e+05
18,30,100,1.559641e+05
