funcid,dim,milestone,error
4,30,1,1.598648e+04
4,30,2,1.598648e+04
4,30,3,1.598648e+04
4,30,5,1.598648e+04
4,30,10,5.523662e+03
4,30,20,1.870825e+02
4,30,30,1.833440e+02
4,30,40,1.804997e+02
4,30,50,1.790496e+02
4,30,60,1.778660e+02
4,30,70,1.766091e+02
4,30,80,1.753708e+02
4,30,90,1.744305e+02
4,30,100,1.735337e+02
4,30,1,1.404291e+04
4,30,2,1.404291e+04
4,30,3,1.404291e+04
4,30,5,1.404291e+04
4,30,10,2.659614e+03
4,30,20,1.492169e+02
4,30,30,1.366364e+02
4,30,40,1.329952e+02
4,30,50,1.302500e+02
4,30,60,1.286182e+02
4,30,70,1.278437e+02
4,30,80,1.272954e+02
4,30,90,1.262129e+02
4,30,100,1.252953e+02
4,30,1,1.534138e+04
4,30,2,1.454588e+04
4,30,3,1.454588e+04
4,30,5,1.200139e+04
4,30,10,1.264271e+03
4,30,20,1.426270e+02
4,30,30,1.388399e+02
4,30,40,1.365118e+02
4,30,50,1.350034e+02
4,30,60,1.336401e+02
4,30,70,1.330473e+02
4,30,80,1.321945e+02
4,30,90,1.313779e+02
4,30,100,1.306587e+02
4,30,1,1.504296e+04
4,30,2,1.504296e+04
4,30,3,1.504296e+04
4,30,5,1.424415e+04
4,30,10,3.522722e+03
4,30,20,1.202109e+02
4,30,30,1.161415e+02
4,30,40,1.149272e+02
4,30,50,1.138406e+02
4,30,60,1.131724e+02
4,30,70,1.127108e+02
4,30,80,1.125342e+02
4,30,90,1.123036e+02
4,30,100,1.120711e+02
4,30,1,2.969359e+04
4,30,2,2.897125e+04
4,30,3,2.009352e+04
4,30,5,1.675180e+04
4,30,10,4.913002e+03
4,30,20,1.223500e+02
4,30,30,1.207258e+02
4,30,40,1.194615e+02
4,30,50,1.189264e+02
4,30,60,1.183702e+02
4,30,70,1.179766e+02
4,30,80,1.176925e+02
4,30,90,1.173570e+02
4,30,100,1.172492e+02
4,30,1,2.392144e+04
4,30,2,2.370982e+04
4,30,3,2.370982e+04
4,30,5,1.589815e+04
4,30,10,7.094610e+03
4,30,20,1.534707e+02
4,30,30,1.491467e+02
4,30,40,1.461660e+02
4,30,50,1.408357e+02
4,30,60,1.152752e+02
4,30,70,1.000117e+02
4,30,80,9.718997e+01
4,30,90,9.550497e+01
4,30,100,9.476195e+01
4,30,1,2.228618e+04
4,30,2,2.228618e+04
4,30,3,2.149895e+04
4,30,5,1.579350e+04
4,30,10,5.341580e+03
4,30,20,1.284736e+02
4,30,30,1.238563e+02
4,30,40,1.079626e+02
4,30,50,1.009308e+02
4,30,60,9.334802e+01
4,30,70,9.161882e+01
4,30,80,9.068955e+01
4,30,90,8.999094e+01
4,30,100,8.950418e+01
4,30,1,8.718742e+03
4,30,2,8.405573e+03
4,30,3,7.844211e+03
4,30,5,5.653753e+03
4,30,10,3.164506e+03
4,30,20,1.202987e+02
4,30,30,1.180396e+02
4,30,40,1.169899e+02
4,30,50,1.163269e+02
4,30,60,1.157338e+02
4,30,70,1.152392e+02
4,30,80,1.148020e+02
4,30,90,1.143109e+02
4,30,100,1.140979e+02
4,30,1,2.853649e+04
4,30,2,2.853649e+04
4,30,3,1.942390e+04
4,30,5,1.868911e+04
4,30,10,2.283141e+02
4,30,20,1.594537e+02
4,30,30,1.556138e+02
4,30,40,1.523647e+02
4,30,50,1.494416e+02
4,30,60,1.463371e+02
4,30,70,1.445954e+02
4,30,80,1.418794e+02
4,30,90,1.389893e+02
4,30,100,1.369197e+02
4,30,1,1.645248e+04
4,30,2,1.593141e+04
4,30,3,1.409796e+04
4,30,5,1.082221e+04
4,30,10,4.754562e+03
4,30,20,1.643624e+02
4,30,30,1.571202e+02
4,30,40,1.458964e+02
4,30,50,1.279725e+02
4,30,60,1.250955e+02
4,30,70,1.231662e+02
4,30,80,1.224753e+02
4,30,90,1.221823e+02
4,30,100,1.207806e+02
