funcid,dim,milestone,error
23,10,1,4.846577e+02
23,10,2,4.754098e+02
23,10,3,4.754098e+02
23,10,5,4.650569e+02
23,10,10,4.158074e+02
23,10,20,4.100304e+02
23,10,30,3.654055e+02
23,10,40,3.590327e+02
23,10,50,3.565134e+02
23,10,60,3.551262e+02
23,10,70,3.551262e+02
23,10,80,3.548219e+02
23,10,90,3.547498e+02
23,10,100,3.547498e+02
23,10,1,4.845864e+02
23,10,2,4.701384e+02
23,10,3,4.614192e+02
23,10,5,4.572881e+02
23,10,10,4.463875e+02
23,10,20,4.036961e+02
23,10,30,3.981193e+02
23,10,40,3.942508e+02
23,10,50,3.931939e+02
23,10,60,3.914836e+02
23,10,70,3.914836e+02
23,10,80,3.907637e+02
23,10,90,3.900805e+02
23,10,100,3.900805e+02
23,10,1,4.896127e+02
23,10,2,4.547800e+02
23,10,3,4.371612e+02
23,10,5,4.371612e+02
23,10,10,4.052423e+02
23,10,20,3.758932e+02
23,10,30,3.717557e+02
23,10,40,3.647743e+02
23,10,50,3.585219e+02
23,10,60,3.525403e+02
23,10,70,3.525403e+02
23,10,80,3.472017e+02
23,10,90,3.440162e+02
23,10,100,3.440162e+02
23,10,1,4.406808e+02
23,10,2,4.194364e+02
23,10,3,4.152924e+02
23,10,5,4.152924e+02
23,10,10,4.101340e+02
23,10,20,3.811698e+02
23,10,30,3.710301e+02
23,10,40,3.661139e+02
23,10,50,3.610898e+02
23,10,60,3.573749e+02
23,10,70,3.545641e+02
23,10,80,3.489279e+02
23,10,90,3.489279e+02
23,10,100,3.468601e+02
23,10,1,5.035985e+02
23,10,2,4.975651e+02
23,10,3,4.941864e+02
23,10,5,4.610356e+02
23,10,10,4.075671e+02
23,10,20,3.869051e+02
23,10,30,3.737491e+02
23,10,40,3.610716e+02
23,10,50,3.560173e+02
23,10,60,3.490929e+02
23,10,70,3.490929e+02
23,10,80,3.451737e+02
23,10,90,3.445961e+02
23,10,100,3.445961e+02
23,10,1,4.564706e+02
23,10,2,4.564706e+02
23,10,3,4.511600e+02
23,10,5,4.496883e+02
23,10,10,4.192263e+02
23,10,20,4.029422e+02
23,10,30,3.916319e+02
23,10,40,3.574166e+02
23,10,50,3.454020e+02
23,10,60,3.422564e+02
23,10,70,3.422564e+02
23,10,80,3.420498e+02
23,10,90,3.418116e+02
23,10,100,3.418116e+02
23,10,1,4.185458e+02
23,10,2,4.185458e+02
23,10,3,4.009488e+02
23,10,5,4.009488e+02
23,10,10,3.958978e+02
23,10,20,3.807409e+02
23,10,30,3.654430e+02
23,10,40,3.494066e+02
23,10,50,3.410631e+02
23,10,60,3.360594e+02
23,10,70,3.337469e+02
23,10,80,3.337469e+02
23,10,90,3.327555e+02
23,10,100,3.327555e+02
23,10,1,4.397385e+02
23,10,2,4.397385e+02
23,10,3,4.150587e+02
23,10,5,4.150587e+02
23,10,10,4.046724e+02
23,10,20,3.578566e+02
23,10,30,3.506926e+02
23,10,40,3.462821e+02
23,10,50,3.450289e+02
23,10,60,3.441340e+02
23,10,70,3.441340e+02
23,10,80,3.435028e+02
23,10,90,3.432691e+02
23,10,100,3.432691e+02
23,10,1,4.771915e+02
23,10,2,4.200153e+02
23,10,3,4.200153e+02
23,10,5,4.200153e+02
23,10,10,3.895770e+02
23,10,20,3.812773e+02
23,10,30,3.718172e+02
23,10,40,3.663937e+02
23,10,50,3.603347e+02
23,10,60,3.584405e+02
23,10,70,3.581013e+02
23,10,80,3.387684e+02
23,10,90,3.387684e+02
23,10,100,3.316826e+02
23,10,1,4.645309e+02
23,10,2,4.621406e+02
23,10,3,4.621406e+02
23,10,5,4.428263e+02
23,10,10,4.372382e+02
23,10,20,4.114525e+02
23,10,30,4.051079e+02
23,10,40,3.939759e+02
23,10,50,3.697543e+02
23,10,60,3.559101e+02
23,10,70,3.518025e+02
23,10,80,3.518025e+02
23,10,90,3.512204e+02
23,10,100,3.512204e+02
